,title,label,processed_title
8225,모두의학교 자원봉사자 모집 안내,1,모두 학교 자원봉사 모집 안내
8226, 기한연장  성프란치스꼬장애인종합복지관      년 성프란봉사단  기 모집,1,성 프란치스꼬 장애인 종합 복지관 성 프란 봉사단 기 모집
8227,    년도     청소년지원단 강북구 꿈드림 학습멘토단 모집,1,청소년 지원단 강북구 꿈 드림 학습 멘토 모집
8229,     봄학기 숭실 라이온스 대학생 봉사동아리 신입부원 모집 공고,1,봄 숭실 라이온스 대학생 봉사 동아리 신입 부원 모집 공고
8230,    년 은평구청소년상담복지센터 대학생 멘토단 모집,1,은평구 청소년 상담 복지 센터 대학생 멘토 모집
8231,    년도 꿈틀멘토링 대학생 멘토 모집,1,꿈 틀 멘토링 대학생 멘토 모집
8232,    년 서울동행 전지적대학생시점 영상크루  기 모집,1,서울 동행 지적 대학생 시점 영상 크루 기 모집
8233,    년 방배유스센터  주 kia자동차와 함께하는 kia프렌토링 멘토 모집,1,방 배 유스 센터 kia자동차와 kia프렌토링 멘토 모집
8234,    년도 상반기 서울동행 대학 원 생 멘토링 봉사활동 참여자 모집,1,서울 동행 대학 원 생 멘토링 봉사 활동 참여자 모집
8236,    학년도  학기 사회봉사교과목 봉사프로그램 안내,1,사회봉사 교과목 봉사 프로그램 안내
8237,용산청소년문화의집 사회봉사활동 대학생 모집,1,용산 청소년 문화 집 사회봉사 활동 대학생 모집
8238, 송파구 자원봉사센터  자원봉사 홍보서포터즈 모집,1,송파구 자원봉사 센터 자원봉사 홍보 서포터즈 모집
8239, 성프란치스꼬장애인종합복지관  성프란봉사단  기 봉사단 모집,1,성 프란치스꼬 장애인 종합 복지관 성 프란 봉사단 기 봉사단 모집
8240,al gore 국제환경ngo 기후프로젝트 번역팀 자원활동가 모집,1,al gore 국제 환경 기후 프로젝트 번역 팀 자원 활동가 모집
8241,    년 대학생  다화봉사단  기  모집,1,대학생 봉사단 기 모집
8242,시립강동청소년센터 소속 대학생지도자동아리 한가람   기 모집,1,시립 강동 청소년 센터 소속 대학생 지도자 동아리 가람 기 모집
8243,al gore 국제환경ngo 기후프로젝트 프리젠터 presenter   기 모집,1,al gore 국제 환경 기후 프로젝트 프리 젠 터 presenter 기 모집
8244,교육봉사단체 이음과 채움   기 멘토 추가모집,1,교육 봉사 단체 이음 기 멘토 추가 모집
8245, 동작구치매안심센터      년 자원봉사모임 모집,1,동작구 치매 안심 센터 자원봉사 모임 모집
8246, 심곡동종합사회복지관     년 대학생 자원봉사자 심포니서포터즈 모집,1,심곡동 종합 사회복지관 대학생 자원봉사 심포니 서포터즈 모집
8247,    년 굿네이버스 서울서부 ngo봉사단  기 계획 안 ,1,굿네이버스 서울 서부 ngo봉사단 기 계획
8248,koica 프로젝트 봉사단 도미니카공화국  모집,1,koica 프로젝트 봉사단 도미니카공화국 모집
8249, 기한연장     년 서울런 멘토링 사업 멘토 모집,1,서울 러 멘토링 사업 멘토 모집
8250,kt g복지재단 아름드리 협력동아리 모집,1,kt g복지재단 아름드리 협력 동아리 모집
8251,종로구장애인가족지원센터 봄방학돌봄 봉사자 모집,1,종로구 장애인 가족 지원 센터 봄 방학 돌 봄 봉사자 모집
8252,     년도 동계 서울동행 대학 원 생 멘토링 봉사활동 참여자 모집,1,동계 서울 동행 대학 원 생 멘토링 봉사 활동 참여자 모집
8253,교육봉사  on off  기 자원봉사자 모집,1,교육 봉사 기 자원봉사 모집
8254,     db 장학생 봉사단 동하리 기 모집,1,db 장학생 봉사단 하리 기 모집
8255, 대사협  월드프렌즈코리아 wfk  온라인 청년 중기봉사단 환경분야  모집,1,월드 프렌즈 코리아 wfk 온라인 청년 중기 봉사단 환경 분야 모집
8256,    년  청소년 아지트 꿈 담 대학생 봉사자  모집,1,청소년 아지트 꿈 담 대학생 봉사자 모집
8257,     겨울계절제 사회봉사교과목 봉사프로그램 안내,1,겨울 계절제 사회봉사 교과목 봉사 프로그램 안내
8258,     겨울학기 사회봉사실천      수강신청 관련 변경사항 안내,1,겨울 사회봉사 실천 수강신청 관련 변경 사항 안내
8259, 김장김치 봉사활동 참여 봉사자 모집,0,김장 김치 봉사 활동 참여 봉사자 모집
8260, 기한 연장      학년도 제  기 동계 대학생 재능봉사 캠프 사업  대학생 멘토 모집,1,기 동계 대학생 재능 봉사 캠프 사업 대학생 멘토 모집
8261,      학기 사회봉사인증 신청안내,1,사회봉사 인증 신청 안내
8262,     동계 온라인 해외봉사 프로그램 단원 모집,1,동계 온라인 해외 봉사 프로그램 단원 모집
8263,          월드프렌즈 ngo 봉사단 단원모집,1,월드 프렌즈 ngo 봉사단 단원 모집
8264,    년도 서부공감 위피스쿨   기 대학생 멘토 모집,1,서부 공감 위 피스쿨 기 대학생 멘토 모집
8265,    년 종로아이존 자원봉사자 모집,1,종로 아이 존 자원봉사 모집
8266,  사 태평양아시아협회 제  기 동계  wfk pas청년봉사단 온라인 해외봉사 단원 모집,1,사 태평양 아시아 협회 기 동계 wfk pas청년봉사단 온라인 해외 봉사 단원 모집
8267, 홀트아동복지회  통번역 자원봉사 모집,1,홀트아동복지회 통 번역 자원봉사 모집
8268, 점프 인천공항 가치점프  기 대학생 멘토 모집,1,점프 인천 공항 가치 점프 기 대학생 멘토 모집
8269, 대한민국교육봉사단  고등학생 진로멘토링 대학생 봉사자 모집 공고,1,대한민국 교육 봉사단 고등학생 진로 멘토링 대학생 봉사자 모집 공고
8270,     가을학기  라이온스 대학생 봉사동아리 신입부원 모집 공고,1,가을 라이온스 대학생 봉사 동아리 신입 부원 모집 공고
8271,서울런 온라인 멘토단  차 모집 안내,1,서울 러 온라인 멘토 차 모집 안내
8272,여성장애인 중창단  담쟁이 코러스   자원봉사자 모집,1,여성 장애인 중창단 담쟁이 코러스 자원봉사 모집
8273,    년도 하반기 서울동행 대학 원 생 멘토링 봉사활동 홍보,1,서울 동행 대학 원 생 멘토링 봉사 활동 홍보
8274,     전국생활체육대축전 자원봉사자 모집,1,전국 생활 체육 축전 자원봉사 모집
8275,북한이탈주민 자녀 대상 온라인 학습 재능 기부 봉사자 모집,1,북한이탈주민 자녀 대상 온라인 학습 재능 기부 봉사자 모집
8276,베어드 학생봉사단    기 모집,1,베어 드 학생 봉사단 기 모집
8277,전공역량 활용을 통한 학과 자체 봉사활동 지원프로그램 시행 및 참가자 모집,1,전공 역량 활용 학과 자체 봉사 활동 지원 프로그램 시행 참가자 모집
8278, biaf      제  회 부천국제애니메이션페스티벌 자원활동가 모집,1,biaf 부천 국제 애니메이션 페스티벌 자원 활동가 모집
8279,      학기 사회봉사실천      수강신청 및 봉사프로그램 신청 안내,1,사회봉사 실천 수강신청 봉사 프로그램 신청 안내
8280,     파랑마니또 멘토링 활동 안내,1,파랑 마니 멘토링 활동 안내
8281,    년 체육 예술분야 대학생 교육기부 동아리 모집 안내,1,체육 예술 분야 대학생 교육 기부 동아리 모집 안내
8282,교육봉사단체 이음과 채움  기 멘토링 모집,1,교육 봉사 단체 이음 기 멘토링 모집
8283,응암정보도서관 봉사활동 프로그램 안내,1,응 암 정보 도서관 봉사 활동 프로그램 안내
8284,     서울학생 사회변화 한마당 대학생 멘토 모집,1,서울 학생 사회 변화 한마당 대학생 멘토 모집
8285,함께하는사랑밭   봉사단 서포터즈 모집,1,사랑밭 봉사단 서포터즈 모집
8286, 사당종합사회복지관  사회적 고립가구 지원사업 자원봉사자 모집,1,사당 종합 사회복지관 사회 고립 가구 지원 사업 자원봉사 모집
8287,중학생 진로멘토링 대학생 봉사자 모집,1,중학생 진로 멘토링 대학생 봉사자 모집
8288,    년  사회참여형 자원봉사 프로그램  아리아리  관련 교육 봉사자  멘토 모집,1,사회 참여 자원봉사 프로그램 아리 아리 관련 교육 봉사자 멘토 모집
8289,     학년도 하계 온라인 해외봉사단 참가자 추가 모집 ,1,하계 온라인 해외 봉사단 참가자 추가 모집
8290, 사당종합사회복지관  지역사회 소외계층 시원한 여름나기 봉사활동  봉사자 모집 ,1,사당 종합 사회복지관 지역 사회 소외 계층 여름 나기 봉사 활동 봉사자 모집
8291, 그린티처스 gt나눔서포터즈  기 모집,1,gt나눔서포터즈 기 모집
8292, 구립서초유스센터      대학생 기획단  딩동  모집,1,립 서초 유스 센터 대학생 기획단 모집
8293, 시립창동청소년센터 청소년 미디어교육 멘토링 프로젝트  with us  with you  대학생 멘토 모집 안내,1,시립 창동 청소년 센터 청소년 미디어 교육 멘토링 프로젝트 대학생 멘토 모집 안내
8294,    년 용산구청소년지원센터 학습멘토 모집,1,용산구 청소년 지원 센터 학습 멘토 모집
8295,대한상공회의소 국가발전 프로젝트 공모전,1,대한상공회의소 국가 발전 프로젝트 공모전
8296,    년  학기   알락달락 행복한 교실  및  함성소리  참여 대학생 동아리 모집 안내,1,행복 교실 함성 소리 참여 대학생 동아리 모집 안내
8297,    년도 월드프렌즈코리아 e volunteer 모집 ,1,월드 프렌즈 코리아 e volunteer 모집
8298,    년 sk희망메이커 school 멘토링 프로그램 대학생 멘토 모집 안내,1,sk희망메이커 school 멘토링 프로그램 대학생 멘토 모집 안내
8299,    학년도 하계 온라인 해외봉사단 참가자 모집,1,하계 온라인 해외 봉사단 참가자 모집
8300,한국우편사업진흥원      년 대학생 우정사회봉사단  모집,1,한국우편사업진흥원 대학생 우정 사회 봉사단 모집
8301,제  회 서울국제여성영화제 자원활동가 모집,1,서울국제여성영화제 자원 활동가 모집
8302,      지금지구챌린지  서울동행   일 프로젝트 모집,1,지금 지구 챌린지 서울 동행 일 프로젝트 모집
8303,종로구장애인가족지원센터     년 여름방학 돌봄 봉사자 모집,1,종로구 장애인 가족 지원 센터 여름 방학 봉사자 모집
8304,     학년도 제  기 하계 대학생 재능봉사 캠프 사업  대학생 멘토 모집 공고,1,기 하계 대학생 재능 봉사 캠프 사업 대학생 멘토 모집 공고
8305, 디지털성범죄 시민자원봉사 모니터링단  모집,1,디지털 성범죄 시민 자원봉사 모니터링 단 모집
8306,     두근두근 나눔화성 기획봉사모델 공모전,1,두근두근 화성 기획 봉사 모델 공모전
8307,     여름계절학기 사회봉사교과목 수강신청 안내,1,여름 계절 사회봉사 교과목 수강신청 안내
8308,     서울동행 전지적 대학생 시점 영상 크루  기 모집 안내,1,서울 동행 지적 대학생 시점 영상 크루 기 모집 안내
8309,제 회 위고 서포터즈 모집,1,위 서포터즈 모집
8310, 대사협   기 월드프렌즈코리아 청년봉사단 온라인 해외봉사 단원 모집,1,기 월드 프렌즈 코리아 청년 봉사단 온라인 해외 봉사 단원 모집
8311,제   기 하계 wfk pas청년봉사단 비대면 원격  단원 추가모집 안내,1,기 하계 wfk pas청년봉사단 비대면 원격 단원 추가 모집 안내
8312,나눔과꿈  굿라이프  서포터 모집,1,꿈 굿라이프 서 포터 모집
8313,사당종합사회복지관 어버이날 및 김치나눔행사 자원봉사자 모집,1,사당 종합 사회복지관 어버이날 김치 행사 자원봉사 모집
8314,가락종합사회복지관  우리 we   멘토 모집 안내,1,가락 종합 사회복지관 멘토 모집 안내
8315,제   기 하계 wfk pas청년봉사단 비대면 원격  단원 모집,1,기 하계 wfk pas청년봉사단 비대면 원격 단원 모집
8316,      학기 사회봉사인증 신청안내,1,사회봉사 인증 신청 안내
8317, 도봉구건강가정다문화가족지원센터  두드림 다문화자녀     학습 멘토링 프로그램,1,도봉구 건강 가정 다문화 가족 지원 센터 드림 다문화 자녀 학습 멘토링 프로그램
8318,남북사랑학교 자원봉사자 모집,1,남북 사랑 학교 자원봉사 모집
8319,대학 원 생 주도 사회변화 기획 프로젝트 공모 안내,1,대학 원 생 주도 사회 변화 기획 프로젝트 공모 안내
8320,     대학생 멘토링 동아리 지원사업 공모 안내,1,대학생 멘토링 동아리 지원 사업 공모 안내
8321,    년도 농촌재능나눔 대학생 활동지원사업 동아리 팀 모집 안내,1,농촌 재능 대학생 활동 지원 사업 동아리 팀 모집 안내
8322, 한국중앙자원봉사센터       청년 주도형 안녕캠페인 공모사업 안내,1,한국중앙자원봉사센터 청년 주도 안녕 캠페인 공모 사업 안내
8323,서울시립금천청소년쉼터 자원봉사자 모집,1,서울 시립 금천 청소년 쉼터 자원봉사 모집
8324, 한국대학사회봉사협의회  보호관찰 청소년 멘토링 프로그램 대학생 멘토 모집,1,한국대학사회봉사협의회 보호관찰 청소년 멘토링 프로그램 대학생 멘토 모집
8325,good job자립생활센터 자조모임공모 참여자 모집,1,good job자립생활센터 자조 모임 공모 참여자 모집
8326,    년 당사자 인권톡 talk    데시벨 기획단 자원봉사자  모집,1,당사자 인권 talk 데시벨 기획단 자원봉사 모집
8327, 띵동  서포터즈  봉사자 모집  대방종합사회복지관 ,1,서포터즈 봉사자 모집 대방 종합 사회복지관
8328,양천해누리복지관 성장멘토링 멘토 모집,1,양천 해 누리 복지관 성장 멘토링 멘토 모집
8329,    년 장애가정아동 성장멘토링 대학 원 생 멘토 모집,1,장애 가정 아동 성장 멘토링 대학 원 생 멘토 모집
8330,    년도 상반기 서울동행 대학 원 생 자원봉사 안내,1,서울 동행 대학 원 생 자원봉사 안내
8331,    년 상반기 멘토 자원봉사단 모집안내,1,멘토 자원봉사 모집 안내
8332,    년 후기청소년자원봉사동아리  후아유  참여 안내,1,후기 청소년 자원봉사 동아리 후아유 참여 안내
8333, 심곡동종합사회복지관   심포니서포터즈 모집,1,심곡동 종합 사회복지관 심포니 서포터즈 모집
8334,     봄학기  라이온스 대학생 봉사동아리 신입부원 모집 공고,1,봄 라이온스 대학생 봉사 동아리 신입 부원 모집 공고
8335,     라이온스 사랑의 연탄 나눔봉사자 모집,1,라이온스 사랑 연탄 봉사자 모집
8336,    년 상반기 서울동행 대학 원 생 봉사자 모집 안내,1,서울 동행 대학 원 생 봉사자 모집 안내
8337, 추가     학년도  학기 사회봉사교과목 수강신청 안내,1,추가 사회봉사 교과목 수강신청 안내
8338,    학년도  학기 사회봉사교과목 수강신청 안내,1,사회봉사 교과목 수강신청 안내
8339,국립중앙박물관 청년멘토 모집 공고,1,국립중앙박물관 청년 멘토 모집 공고
8340,    년 굿네이버스 서울서부 ngo봉사단  기 모집 안내,1,굿네이버스 서울 서부 ngo봉사단 기 모집 안내
8341,    년 상반기  씨드스쿨 교육봉사자 모집,1,씨드 스쿨 교육 봉사자 모집
8342, 아이들과미래재단  삼성증권 대학생봉사단 yaho   기 모집,1,아이들 미래 재단 삼성증권 대학생 봉사단 yaho 기 모집
8343, 삼성카드 신용카트사회공헌재단이 함께하는  골든벨스터디    기 대학생봉사단 멘토 모집,1,삼성카드 신용 카트 사회 공헌 재단 골든 벨 스터디 기 대학생 봉사단 멘토 모집
8344,    db 장학생 봉사당 동하리 기 모집,1,db 장학생 봉사 하리 기 모집
8345,동방사회복지회 대학생 서포터즈 모집 안내,1,동방 사회복지회 대학생 서포터즈 모집 안내
8346,    학년도 동계 온라인 해외봉사 참가자 모집,1,동계 온라인 해외 봉사 참가자 모집
8347,     db 장학생 봉사단 동하리 기 모집안내,1,db 장학생 봉사단 하리 기 모집 안내
8348,     겨울계절제 사회봉사교과목 봉사프로그램 안내,1,겨울 계절제 사회봉사 교과목 봉사 프로그램 안내
8349,노인사회활동지원사업 봉사자 모집 안내,1,노인 사회 활동 지원 사업 봉사자 모집 안내
8350, 아프리카아시아난민교육후원회  기부봉사 챌린지 비대면 봉사 프로그램 안내,1,아프리카 아시아 난민 교육 후원회 기부 봉사 챌린지 비대면 봉사 프로그램 안내
8351,제  기 동계 한국장학재단 재능봉사 캠프 사업 참여 신청 안내,1,기 동계 한국장학재단 재능 봉사 캠프 사업 참여 신청 안내
8352,        학년도  학기 교내장학금 신청공고,0,교내 장학금 신청 공고
8353, 교목실 학원선교팀      학년도  학기 소그룹채플  b그룹  장학생 선발 안내,0,교목 실 학원 선교 팀 그룹 채플 b그룹 장학생 선발 안내
8354,    년 상반기 천안시 대학생 학자금 대출이자 지원 안내,0,천안시 대학생 학자금 대출 이자 지원 안내
8355,    년도 익산사랑 장학생 선발 공고,0,익산 사랑 장학생 선발 공고
8356,    년 화성시인재육성재단 꿈드림 장학금 장학생 선발 공고,0,화성시 인재 육성재 꿈 드림 장학금 장학생 선발 공고
8357,     학년도  kt 랜선야학  서울지역 대학생 멘토 선발,1,kt 래 선 야학 서울 지역 대학생 멘토 선발
8358,양천il센터  제 회 y 장학금지원사업  장학생 모집,0,양천 센터 y 장학금 지원 사업 장학생 모집
8359,    학년도  학기 학자금대출 사전신청 안내,0,학자금 대출 사전 신청 안내
8360,    학년도 하이트진로 장학생 선발 안내,0,하이트진로 장학생 선발 안내
8361,    학년도  학기 교내장학금 비전장학금   차 신청공고,0,교내 장학금 비전 장학금 차 신청 공고
8362,    학년도 심명문화재단 대학생 그룹 해외문화탐방 지원 장학생 선발 안내,1,심 명 문화 재단 대학생 그룹 해외 문화 탐방 지원 장학생 선발 안내
8363,    학년도 푸른등대 nh농협은행 대학생 재능봉사 캠프 대학생 멘토 모집,1,푸른 등대 nh농협은행 대학생 재능 봉사 캠프 대학생 멘토 모집
8364,        학년도  학기 한국장학재단 국가장학금  차 신청 안내,0,한국장학재단 국가 장학금 차 신청 안내
8365,     학년도  학기 일촌장학재단 장학생 선발 안내  차 ,0,일촌 장학 재단 장학생 선발 안내 차
8366,    학년도 상반기 강화군 대학생 등록금 지원사업 안내,0,강화군 대학생 등록금 지원 사업 안내
8367,    학년도  학기 국가근로 장학금 온라인 신청 안내,0,국가 근로 장학금 온라인 신청 안내
8368,    년 서울교환학생장학금 선발 안내 수정 ,1,서울 교환 학생 장학금 선발 안내 수정
8369,    년 독립유공자 후손 장학금 장학생 선발공고,0,독립 유공자 후손 장학금 장학생 선발 공고
8370,    년 상반기 시흥시인재양성재단 장학생 선발 안내,0,시흥시 인재 양성 재단 장학생 선발 안내
8371,    년 화성시인재육성재단 해외유학 장학생 모집 안내,1,화성시 인재 육성재 해외 유학 장학생 모집 안내
8372,    학년도 하계방학 중 국가근로 교외근로  신청 안내,0,하계 방학 중 국가 근로 교외 근로 신청 안내
8373,    학년도 서울장학재단 서울교환학생 장학금 선발 안내,1,서울장학재단 서울 교환 학생 장학금 선발 안내
8374,     학년도  학기 일촌장학재단 장학생 선발 안내,0,일촌 장학 재단 장학생 선발 안내
8375,    학년도 국가우수장학금 이공계  재학중우수자유형  년 지원  선발안내,0,국가 우수 장학금 이공 재학 중 우수 자유형 지원 선발 안내
8376,    학년도 국가우수장학금 이공계  성적우수 유형 수시 정시 신입생  신규장학생 선발안내,0,국가 우수 장학금 이공 성적 우수 유형 수시 정시 신입생 신규 장학생 선발 안내
8377,    년도 상반기 신안군장학재단 장학생 선발 공고,0,신안군 장학 재단 장학생 선발 공고
8378,해커스 교육그룹     년 해커스 장학생 모집 관련 안내,0,해 커스 교육 그룹 해 커스 장학생 모집 관련 안내
8379,    학년도  학기 재단법인 아산시미래장학회  차산업 인재육성 장학생 선발 안내,0,재단법인 아산시 미래 장학회 차 산업 인재 육성 장학생 선발 안내
8380,    년도 상반기  차   재 인천인재평생교육진흥원 장학생 선발 안내,0,차 인천 인재 평생 교육 진흥원 장학생 선발 안내
8381,    학년도  학기 강원랜드 멘토링 장학생 모집 안내,1,강원랜드 멘토링 장학생 모집 안내
8382,    년 대통령과학장학금 신규장학생 선발 공고,0,대통령 과학 장학금 신규 장학생 선발 공고
8383,    학년도  학기 인문   년장학금 전공탐색  전공확립  서류 제출 안내,0,인문 장학금 전공 탐색 전공 확립 서류 제출 안내
8384,    학년도  학기 예술체육비전장학금 전공확립  서류 제출 안내,0,예술 체육 비전 장학금 전공 확립 서류 제출 안내
8385,    년  학기 성남시 다자녀가구 대학생 셋째 이상  등록금 지원 신청 안내,0,성남시 자녀 가구 대학생 이상 등록금 지원 신청 안내
8386,     학년도  학기 유한재단 장학생 학업장려비  선발 공고,0,유한 재단 장학생 학업 장려 비 선발 공고
8387,    학년도 세아해암학술장학재단 제 기 커리어챌린지 장학생 모집 안내,1,아해 암 학술 장학 재단 기 커리어 챌린지 장학생 모집 안내
8388,    학년도  학기 안산시 대학생 본인부담 등록금 반값지원 안내,0,안산시 대학생 본인 부담 등록금 반값 지원 안내
8389,    학년도 재단법인 플라톤아카데미 인문 지혜 장학생 판플러스 pan   모집 안내,0,재단법인 플라톤 아카데미 인문 지혜 장학생 판 플러스 pan 모집 안내
8390,    학년도  학기 중소기업 취업연계 장학금 희망사다리  유형  신규장학생 보증보험 개인정보제공동의 방법 및 일정 안내,1,중소기업 취업 연계 장학금 희망 사다리 유형 신규 장학생 보증보험 개인정보 공동 방법 일정 안내
8391,    학년도 초록우산 어린이재단 지원사업  맥쿼리 청년리더 프로그램  모집 안내,0,초록 우산 어린이재단 지원 사업 맥 쿼리 청년 리더 프로그램 모집 안내
8392,     학년도  학기 한국장학재단 푸른등대 삼성기부장학금 신규 장학생 선발 안내,0,한국장학재단 푸른 등대 삼성 기부 장학금 신규 장학생 선발 안내
8393,    학년도 국회기후변화포럼 기후변화장학생 모집 안내,1,국회 기후 변화 포럼 기후 변화 장학생 모집 안내
8394,    년 kt희망나눔재단 공공학습 온라인 멘토링 모집 안내,1,kt희망나눔재단 공공 학습 온라인 멘토링 모집 안내
8395,    학년도 제  회 db김준기문화재단 글로벌 자산배분 gaps  투자대회 관련 안내,1,db김준기문화재단 글로벌 자산 배분 gap 투자 대회 관련 안내
8396,     학년도  학기 kt그룹희망나눔재단 kt디지털인재장학금 장학생 선발  차 ,0,kt그룹희망나눔재단 kt디지털인재장학금 장학생 선발 차
8397,    학년도 우양재단 자매애 모자가정 출신  장학생 모집 안내,0,우 양 재단 자매애 모자 가정 출신 장학생 모집 안내
8398, 교목실 학원선교팀      학년도  학기 소그룹채플  a그룹  장학생 선발 안내,0,교목 실 학원 선교 팀 그룹 채플 a그룹 장학생 선발 안내
8399,    년도 상반기 춘천시민장학재단 장학생 선발공고 정정 ,0,춘천시 민 장학 재단 장학생 선발 공고 정정
8400, 밀알복지재단  한국예탁결제원 ksd나눔재단과 함께하는 저소득 꿈나무 교육지원사업 신규 장학생 모집,0,밀알 복지 재단 한국예탁결제원 ksd나눔재단과 소득 꿈 나무 교육 지원 사업 신규 장학생 모집
8401,     학년도  학기 kt그룹희망나눔재단 kt디지털인재장학금 장학생 선발 공고,0,kt그룹희망나눔재단 kt디지털인재장학금 장학생 선발 공고
8402,    학년도 초록우산어린이재단 스타벅스 청년인재 양성 프로그램 안내,1,초록 우산 어린이재단 스타벅스 청년 인재 양성 프로그램 안내
8403,    학년도  학기 교내장학금  차 신청 공고,0,교내 장학금 차 신청 공고
8404,    학년도  학기 중소기업 취업연계 장학금 희망사다리 i유형  신규장학생 신청 일정 연장 안내,1,중소기업 취업 연계 장학금 희망 사다리 i유형 신규 장학생 신청 일정 안내
8405,    학년도 mg희망나눔 청년주거사업 안내,0,mg희망나눔 청년 주거 사업 안내
8406,    년도 월곡주얼리 장학생 선발 안내,0,월곡 주얼리 장학생 선발 안내
8407,    년도  재 구미시장학재단 장학생 선발 안내,0,구미시 장학 재단 장학생 선발 안내
8408,    년 상반기 학자금 대출이자 지원 세종시  안내,0,학자금 대출 이자 지원 세종 시 안내
8409,    년 상반기 은평구민 장학생 선발계획 안내,0,은평구 민 장학생 선발 계획 안내
8410,이공계 장애대학생 진로개발 지원사업  모두 modu   장학생 모집 안내,1,이공 장애 대학생 진로 개발 지원 사업 modu 장학생 모집 안내
8411,    학년도 국가우수장학금 인문   년   예술체육비전    신규장학생 사전신청 안내,0,국가 우수 장학금 인문 예술 체육 비전 신규 장학생 사전 신청 안내
8412,    년 상반기 우양재단 청년밥상 사업 모집 안내,0,우 양 재단 청년 밥상 사업 모집 안내
8413,    학년도 하반기 익산시 대학생 학자금 이자지원 신청 안내,0,익산시 대학생 학자금 이자지원 신청 안내
8414,    학년도 재단법인 논산시장학회 학업장려 장학생 신청 안내,0,재단법인 논산시 장학회 학업 장려 장학생 신청 안내
8415,    학년도  학기 국가장학금   유형 사후지급 일정 안내,0,국가 장학금 유형 사후 지급 일정 안내
8416,    년도 상반기 춘천시민장학재단 장학생 선발공고,0,춘천시 민 장학 재단 장학생 선발 공고
8417,     학년도  학기  제일하이텍 장학생 선발 공고,0,장학생 선발 공고
8418,     독립유공자 후손 장학사업,0,독립 유공자 후손 장학 사업
8419,     학년도  학기 금옥학술문화재단 장학생 선발,0,금옥 학술 문화 재단 장학생 선발
8420,    학년도 서울장학재단 청춘start 장학금 장학생 선발안내,0,서울장학재단 청춘 장학금 장학생 선발 안내
8421,    년 상반기 울산연구원 장학생 선발계획 공고 안내,1,울산 연구원 장학생 선발 계획 공고 안내
8422,    학년도  학기 국가장학금 신청자 가구원 동의 안내,0,국가 장학금 신청자 가구원 동의 안내
8423,        학년도  학기 국가 및 교내장학금 신청 최종마감 안내 국가  월   일까지  교내  월   일까지 ,0,국가 교내 장학금 신청 최종 안내 국가 일 교내 일
8424,    년 서울희망 공익인재 장학금 선발 안내,0,서울 희망 공익 인재 장학금 선발 안내
8425,     학년도  학기 경방육영회 장학생 신청 공고,0,경방 육영회 장학생 신청 공고
8426,    학년도  학기 고졸 후학습자 장학금 희망사다리 ii유형  신규장학생 신청 안내,0,고졸 후 학습자 장학금 희망 사다리 ii유형 신규 장학생 신청 안내
8427,    학년도  학기 중소기업 취업연계 장학금 희망사다리  유형  신규장학생 신청 안내 기한연장 ,1,중소기업 취업 연계 장학금 희망 사다리 유형 신규 장학생 신청 안내
8428,    년 하반기분 통영시 대학생 학자금 이자 지원 안내,0,통영시 대학생 학자금 이자 지원 안내
8429,우덕재단 우   장학금 선발 공지,0,우 덕 재단 우 장학금 선발 공지
8430,인천공항 가치점프  기 대학생 교육봉사자 모집공고,1,인천 공항 가치 점프 기 대학생 교육 봉사자 모집 공고
8431,     학년도  학기 재단법인 우덕재단 장학생 선발  차 ,0,재단법인 우 덕 재단 장학생 선발 차
8432,제  기 미래에셋 해외교환 장학생 선발 안내     년 가을학기 파견 대비 ,1,기 미래 해외 교환 장학생 선발 안내 가을 파견 대비
8433,    학년도 몽당연필 장학생 모집 안내,0,몽당연필 장학생 모집 안내
8434,    학년도  학기 일주학술문화재단   기 국내학사 장학생 선발 안내,0,일주 학술 문화 재단 기 국내 학사 장학생 선발 안내
8435,    학년도 한국장애인재활협회 sk c c 행복 it 장학생 모집 안내,0,한국 장애인 재활 협회 sk c c 행복 장학생 모집 안내
8436,        학년도  학기 교내장학금  차 신청 안내  신편입학생 및 재학생 대상 ,0,교내 장학금 차 신청 안내 편입학 재학생 대상
8437,    년도  재 인천인재평생교육진흥원 상반기 장학생 선발 안내,0,인천 인재 평생 교육 진흥원 장학생 선발 안내
8438,    년  재 용인시장학재단 장학금 교육비 지원대상자 선발 안내,0,용인시 장학 재단 장학금 교육비 지원 대상자 선발 안내
8439,     학년도  학기 재단법인 우덕재단 장학생 선발,0,재단법인 우 덕 재단 장학생 선발
8440,    학년도  학기  우아한 사장님 자녀 장학금 지원  대학생 장학생 모집 안내,0,사장 자녀 장학금 지원 대학생 장학생 모집 안내
8441,     학년도  학기 재단법인 성보장학회 장학생 선발,0,재단법인 성보 장학회 장학생 선발
8442,     학년도  학기 재단법인 하림장학재단 장학생 선발 안내,0,재단법인 하림 장학 재단 장학생 선발 안내
8443,    학년도  학기 한국장학재단 대학생청소년교육지원장학금 선발결과 및 전체 오리엔테이션 안내,0,한국장학재단 대학생 청소년 교육 지원 장학금 선발 결과 전체 오리엔테이션 안내
8444,    학년도  학기 학과근로 선발 결과 안내,0,학과 근로 선발 결과 안내
8445,    학년도  학기 교내근로 선발 결과 안내,0,교내 근로 선발 결과 안내
8446,     학년도  학기 문주장학생 사단법인 검정고시지원협회  선발 공고  차 ,0,문주 장학생 사단법인 검정고시 지원 협회 선발 공고 차
